site_id,host,url,has_data,synthetic_index,operator_note,tags,notes
ai-provider,ai-provider.mullmania.com,https://ai-provider.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|tooling,Static deploy surface lives in wwwroot. Publish that folder for GitHub Pages or Mullmania. The live service docs link out to the backend swagger URL. | Shared OpenAI-compatible provider surface for development and automation workflows. | Validated canonical repo-local deploy contract. | Docs surface scrubbed of ai.mikesendpoint.com hardcodes; runtime host swap derives ai.[base-url] from current location.
ai-ui-editor,ai-ui-editor.mullmania.com,https://ai-ui-editor.mullmania.com/,false,false,,curated,Renamed from ui-editor-123 during the April 2026 ninth-pass cleanup.
alien-abduction,alien-abduction.mullmania.com,https://alien-abduction.mullmania.com/,true,false,,docs|canon-deploy-ready|dual-static|data|github|curated|frontend-ui|slack|lambda|triage,Static Mullmania front door for the Alien Abduction Lambda-first Slack triage service. | Validated canonical repo-local deploy contract. | Top-level site consumes the shared UI runtime.
all-my-ideas,all-my-ideas.mullmania.com,https://all-my-ideas.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|fun-experiment,Repo docs page. | Validated canonical repo-local deploy contract in the Apr 2026 canon sweep wave. | Publishes the live brain canon watcher instead of the repo front door. | Mullmania now publishes the live brain canon watcher instead of the repo front door.
almanac,almanac.mullmania.com,https://almanac.mullmania.com/,false,false,,curated,1830s farmer almanac for ecosystem weather.
angle-bang,angle-bang.mullmania.com,https://angle-bang.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated,Root redirect page plus wwwroot game surface for GitHub Pages / Mullmania publish readiness. | Validated canonical repo-local deploy contract. | Root redirect shell now lands cleanly in the bundled browser game surface.
api-experiment-bucket,api-experiment-bucket.mullmania.com,https://api-experiment-bucket.mullmania.com/,true,true,,data,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Canonical Mullmania site id established by the naming cleanup pass. | Renamed from papaya during the April 2026 first-pass cleanup.
api-service-monitoring-dashboard,project-constellation.mullmania.com,https://project-constellation.mullmania.com/,false,false,,github-pages|mullmania-mirror|public-frontdoor|repo-artifacts,"Static dashboard. Publish the repository root directly; there is no build step. D3 is vendored locally, so deploys do not depend on the live CDN."
api-source-loop,api-source-loop.mullmania.com,https://api-source-loop.mullmania.com/,true,false,,data|curated,Renamed from tamarillo-3295 during the April 2026 first-pass cleanup.
api-test-loop,api-test-loop.mullmania.com,https://api-test-loop.mullmania.com/,true,false,,data|curated,Renamed from olive-4882 during the April 2026 first-pass cleanup.
apocalypse-grocery,apocalypse-grocery.mullmania.com,https://apocalypse-grocery.mullmania.com/,true,false,,mullmania|public-frontdoor|repo-artifacts|data|github|curated,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Interactive Mullmania starfield and launch controls. | Flat apocalypse-grocery catalog for the jicama dataset. | Renamed from jicama during the April 2026 first-pass cleanup.
app-flyover,app-flyover.mullmania.com,https://app-flyover.mullmania.com/,false,false,,frontend-ui|gallery|showcase,Canvas flyover that uses the Sites catalog and preview manifest.
apple-trie,apple-trie.mullmania.com,https://apple-trie.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|fun-experiment|apple-trie|github-pages|mullmania-mirror|static-site|streaming-search,Static browser project for Apple Trie streaming search and source cycling. Publish the repo root as-is. | Validated canonical repo-local deploy contract. | Root publish shell now has a resilient source badge fallback and a useful zero-query state.
apple-tv-search,apple-tv-search.mullmania.com,https://apple-tv-search.mullmania.com/,false,false,,mullmania|repo-artifacts|github|curated,Publish the apple-trie folder as the canonical demos site surface. | Renamed from demos during the April 2026 twelfth-pass cleanup.
arcade,arcade.mullmania.com,https://arcade.mullmania.com/,false,false,,github|curated|games|arcade|tron|neon|crt|menu,80s arcade attract screen menu for the mullmania ecosystem.
ask-me,ask-me.mullmania.com,https://ask-me.mullmania.com/,false,false,,batch3,
assets,assets.mullmania.com,https://assets.mullmania.com/,false,false,,assets|tooling|mullmania|operator-tool|ui-framework,
at-my-fingertips,at-my-fingertips.mullmania.com,https://at-my-fingertips.mullmania.com/,false,false,,host-rescue|real-shell|pwa|batch3,
atomic,atomic.mullmania.com,https://atomic.mullmania.com/,false,false,,games|atomic|periodic-table|chemistry|kids|educational|game|threejs|webgl,Periodic-table game. 118 chibi Bohr-model elements with chemistry-driven mechanics. Click two cells to test a reaction. Press V for the playable arena.
augur,augur.mullmania.com,https://augur.mullmania.com/,false,false,,curated,Roman augury read of CI flight patterns.
aurora-explorer-7457,aurora-explorer-7457.mullmania.com,https://aurora-explorer-7457.mullmania.com/,false,false,,github|curated,
auto-timed-wall-note-bounce,auto-timed-wall-note-bounce.mullmania.com,https://auto-timed-wall-note-bounce.mullmania.com/,false,false,,curated,Renamed from wall-color-timer-6654 during the April 2026 thirteenth-pass cleanup.
aws-hosting-system,aws-hosting-system.mullmania.com,https://aws-hosting-system.mullmania.com/,false,false,,github|curated,Static setup and deploy wizards for the aws-hosting-system host.
aws-lambda-dashboard,aws-lambda-dashboard.mullmania.com,https://aws-lambda-dashboard.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|ui-framework|fun-experiment,Static dashboard published from repo root. | GitHub Pages serves the root directly. | Static dashboard published from the repo root. GitHub Pages and Mullmania both serve the root directly. | Validated canonical repo-local deploy contract. | Root publish surface is a static Lambda inventory dashboard with local search.
backend-state-pwa-shell,backend-state-pwa-shell.mullmania.com,https://backend-state-pwa-shell.mullmania.com/,false,false,,github|curated,"Real PWA shell rescued from the graveyard clone. Backend access is blocked, so the page shows honest backend-state messaging. | Renamed from at-my-fingertips during the April 2026 ninth-pass cleanup."
bad-llm,bad-llm.mullmania.com,https://bad-llm.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|frontend-ui|simulation|ui-framework,Static frontend. Publish the repository root directly; there is no build step. | Static frontend. Publish the repository root directly; there is no build step. Root and module surfaces consume the canonical ui.[base-url] stylesheet contract. | Validated canonical repo-local deploy contract. | Root and module surfaces now consume shared UI styles through the canonical ui.[base-url] contract.
ball-drop-train-v27,ball-drop-train-v27.mullmania.com,https://ball-drop-train-v27.mullmania.com/,true,false,,data|curated|simulation,Renamed from lemon-broken-trains during the April 2026 first-pass cleanup.
ball-drop-train-v30,ball-drop-train-v30.mullmania.com,https://ball-drop-train-v30.mullmania.com/,false,false,,curated|fun-experiment,Renamed from soursop-9047 during the April 2026 fourth-pass cleanup.
ball-drop-train-v31,ball-drop-train-v31.mullmania.com,https://ball-drop-train-v31.mullmania.com/,false,false,,curated,Renamed from starfruit-9186 during the April 2026 third-pass cleanup.
baseline-note-sequencer-5352,baseline-note-sequencer-5352.mullmania.com,https://baseline-note-sequencer-5352.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-5352 during the April 2026 eleventh-pass cleanup.
baseline-note-sequencer-5393,baseline-note-sequencer-5393.mullmania.com,https://baseline-note-sequencer-5393.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-5393 during the April 2026 eleventh-pass cleanup.
baseline-note-sequencer-6211,baseline-note-sequencer-6211.mullmania.com,https://baseline-note-sequencer-6211.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-6211 during the April 2026 eleventh-pass cleanup.
baseline-note-sequencer-7022,baseline-note-sequencer-7022.mullmania.com,https://baseline-note-sequencer-7022.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-7022 during the April 2026 eleventh-pass cleanup.
basic-web-page,basic-web-page.mullmania.com,https://basic-web-page.mullmania.com/,true,false,,data|curated,Renamed from zucchini-3758 during the April 2026 first-pass cleanup.
baton,baton.mullmania.com,https://baton.mullmania.com/,false,false,,tool|authoring|phone-pair|signal-argh|rhythm-engine|gesture-capture,
battleship,battleship.mullmania.com,https://battleship.mullmania.com/,false,false,,games|curated|kbd-first,"Polished single-file game; keyboard-first (arrows / enter / backspace), mouse alt where appropriate."
bedrock-slack-snippets-index,bedrock-slack-snippets-index.mullmania.com,https://bedrock-slack-snippets-index.mullmania.com/,true,true,,data,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Renamed from sugarcane during the April 2026 seventh-pass cleanup.
bee-tower-defense-game,bee-tower-defense-game.mullmania.com,https://bee-tower-defense-game.mullmania.com/,false,false,,curated|games,Renamed from poc-bee-seiged during the April 2026 fifteenth-pass cleanup.
before-light,before-light.mullmania.com,https://before-light.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|frontend-ui|ui-framework,Repository root is the static publish surface for GitHub Pages and Mullmania. | Validated canonical repo-local deploy contract. | Top-level site consumes shared UI styles through a swappable ui.[base-url] host.
bestiary,bestiary.mullmania.com,https://bestiary.mullmania.com/,false,false,,curated,Illuminated manuscript of every agent in the ecosystem.
bib,bib.mullmania.com,https://bib.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|ui-framework,Repo docs page. | Validated canonical repo-local deploy contract. | docs/index.html still loads https://ui.mullmania.com/ui.js as framework canon — canon-rank-20 not strict shared-UI.
biff-pow,biff-pow.mullmania.com,https://biff-pow.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|games,Static canvas app. Publish the repository root directly; there is no build step. | Validated canonical repo-local deploy contract. | Root canvas now seeds an honest idle state instead of shipping a blank black preview.
blank-html-stub,blank-html-stub.mullmania.com,https://blank-html-stub.mullmania.com/,false,false,,curated|fun-experiment,Canonical Mullmania site id established by the naming cleanup pass. | Renamed from readonly-input during the April 2026 sixteenth-pass cleanup.
bouquet,bouquet.mullmania.com,https://bouquet.mullmania.com/,false,false,,github|curated|games,Drag Murakami superflat flowers into a vase. Make a bouquet.
brain-dump-translator,brain-dump-translator.mullmania.com,https://brain-dump-translator.mullmania.com/,false,false,,host-rescue|browser-ui|batch3,
brain-farts,brain-farts.mullmania.com,https://brain-farts.mullmania.com/,false,false,,,
branch-signal,branch-signal.mullmania.com,https://branch-signal.mullmania.com/,false,false,,mullmania|public-frontdoor|github|curated|ui-framework,Generated by the new-random-site skill with a synced demo package.
branded-clipboard-launcher,branded-clipboard-launcher.mullmania.com,https://branded-clipboard-launcher.mullmania.com/,false,false,,curated,Renamed from iter9-example-5027 during the April 2026 eleventh-pass cleanup.
branded-clipboard-snapshot-launcher-1175,branded-clipboard-snapshot-launcher-1175.mullmania.com,https://branded-clipboard-snapshot-launcher-1175.mullmania.com/,false,false,,curated,Renamed from iter9-example-1175 during the April 2026 eleventh-pass cleanup.
branded-clipboard-snapshot-launcher-3895,branded-clipboard-snapshot-launcher-3895.mullmania.com,https://branded-clipboard-snapshot-launcher-3895.mullmania.com/,false,false,,curated,Renamed from iter9-example-3895 during the April 2026 eleventh-pass cleanup.
breakpointallthethings,breakpointallthethings.mullmania.com,https://breakpointallthethings.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|tooling|fun-experiment,Frontend shell only. Publish BreakpointAllTheThings.UI as the static surface; backend API endpoints remain separate. | Validated canonical repo-local deploy contract in the Apr 2026 canon sweep wave.
breathing-room,breathing-room.mullmania.com,https://breathing-room.mullmania.com/,false,false,,mullmania|github|curated,Poster-like breathing reset surface published from site/.
breedmark,breedmark.mullmania.com,https://breedmark.mullmania.com/,false,false,,github|curated|simulation,
broadside,broadside.mullmania.com,https://broadside.mullmania.com/,false,false,,curated,Compose an 18th-century broadside and share it.
broken-clipboard-launcher-fragment-5274,broken-clipboard-launcher-fragment-5274.mullmania.com,https://broken-clipboard-launcher-fragment-5274.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-5274 during the April 2026 eleventh-pass cleanup.
broken-clipboard-launcher-fragment-6191,broken-clipboard-launcher-fragment-6191.mullmania.com,https://broken-clipboard-launcher-fragment-6191.mullmania.com/,false,false,,curated,Renamed from iter9-example-6191 during the April 2026 eleventh-pass cleanup.
broken-clipboard-launcher-fragment-6436,broken-clipboard-launcher-fragment-6436.mullmania.com,https://broken-clipboard-launcher-fragment-6436.mullmania.com/,false,false,,curated,Renamed from iter9-example-6436 during the April 2026 eleventh-pass cleanup.
broken-clipboard-launcher-fragment-7176,broken-clipboard-launcher-fragment-7176.mullmania.com,https://broken-clipboard-launcher-fragment-7176.mullmania.com/,false,false,,curated,Renamed from iter9-example-7176 during the April 2026 eleventh-pass cleanup.
broken-text-fragment-st-2-o,broken-text-fragment-st-2-o.mullmania.com,https://broken-text-fragment-st-2-o.mullmania.com/,false,false,,curated,Renamed from wally-code-2025-05-17 during the April 2026 thirteenth-pass cleanup.
broker-video-proof-20260517t0121,broker-video-proof-20260517t0121.mullmania.com,https://broker-video-proof-20260517t0121.mullmania.com/,false,false,,launchpad-created|editor|development|feature-proof|broker-proof-video,Created from the launchpad editor flow.
browser-scratchpad,browser-scratchpad.mullmania.com,https://browser-scratchpad.mullmania.com/,true,false,,mullmania|public-frontdoor|repo-artifacts|data|github|curated,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Interactive Mullmania starfield and launch controls. | Flat scratchpad index for saved lemon apps. | Renamed from lemon during the April 2026 first-pass cleanup.
bucket-relay,bucket-relay.mullmania.com,https://bucket-relay.mullmania.com/,false,false,,phone-pair|signal-argh|qr|cross-device|party-game,
bug-beacon,bug-beacon.mullmania.com,https://bug-beacon.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|frontend-ui|ui-framework|github-pages|mullmania-mirror,"Static bug beacon demo published from the repository root. | GitHub Pages serves the root directly. | Validated canonical repo-local deploy contract. | Front door consumes the shared UI runtime through a swappable ui.[base-url] host instead of the previously hardcoded ui.mullmania.com loader. | Self-contained error monitoring FAB library with a hosted docs/demo surface. | ['Static bug beacon demo published from the repository root.', 'GitHub Pages serves the root directly.']"
bug-beacon-bsod-task-snapshot,bug-beacon-bsod-task-snapshot.mullmania.com,https://bug-beacon-bsod-task-snapshot.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|github|curated,Repo docs page. | Task snapshot page for host 1769563090355. | Renamed from 1769563090355 during the April 2026 twelfth-pass cleanup.
bundle-salvage-page,bundle-salvage-page.mullmania.com,https://bundle-salvage-page.mullmania.com/,true,false,,mullmania|public-frontdoor|repo-artifacts|data|github|curated,"Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Interactive Mullmania starfield and launch controls. | Both saved JSON files still say Hello, world!; the extra scripts did not support a larger app. | Renamed from mountain during the April 2026 fifth-pass cleanup."
button-grid-tilt-ball-1105,button-grid-tilt-ball-1105.mullmania.com,https://button-grid-tilt-ball-1105.mullmania.com/,false,false,,curated|fun-experiment,Renamed from mary-had-a-little-lamb-1105 during the April 2026 eleventh-pass cleanup.
button-grid-tilt-ball-6609,button-grid-tilt-ball-6609.mullmania.com,https://button-grid-tilt-ball-6609.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-6609 during the April 2026 eleventh-pass cleanup.
button-grid-tilt-ball-6628,button-grid-tilt-ball-6628.mullmania.com,https://button-grid-tilt-ball-6628.mullmania.com/,false,false,,curated|fun-experiment,Renamed from mary-had-a-little-lamb-6628 during the April 2026 eleventh-pass cleanup.
button-grid-tilt-ball-9806,button-grid-tilt-ball-9806.mullmania.com,https://button-grid-tilt-ball-9806.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-9806 during the April 2026 eleventh-pass cleanup.
button-page-file-index,button-page-file-index.mullmania.com,https://button-page-file-index.mullmania.com/,true,true,,data,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Renamed from vanilla during the April 2026 seventh-pass cleanup.
camera-kaleidoscope-2214,camera-kaleidoscope-2214.mullmania.com,https://camera-kaleidoscope-2214.mullmania.com/,false,false,,curated,Renamed from live-kaleidoscope-2214 during the April 2026 twelfth-pass cleanup.
camera-kaleidoscope-4746,camera-kaleidoscope-4746.mullmania.com,https://camera-kaleidoscope-4746.mullmania.com/,false,false,,curated,Renamed from live-kaleidoscope-4746 during the April 2026 twelfth-pass cleanup.
canon-site-auditor,canon-site-auditor.mullmania.com,https://canon-site-auditor.mullmania.com/,false,false,,ui-framework,
cant-wait-update,cant-wait-update.mullmania.com,https://cant-wait-update.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|frontend-ui|tooling|cant-wait-update|github-pages|mullmania-mirror|static-frontend|version-monitoring,Repo-root static front door for the Cant Wait Update library and its browser test page. | Reusable update-notification component with hosted docs and demos. | Validated canonical repo-local deploy contract. | Front door consumes shared UI styles through a swappable ui.[base-url] host; the test page intentionally drives the cant-wait-update library directly. | Root demo page for the Cant Wait Update version-change script. | Repo-root live browser proof page for the Cant Wait Update library and its version-change flow.
canvas-tetris-clone,canvas-tetris-clone.mullmania.com,https://canvas-tetris-clone.mullmania.com/,false,false,,curated,Renamed from tetris-clone-6892 during the April 2026 twelfth-pass cleanup.
capybara-accountants,capybara-accountants.mullmania.com,https://capybara-accountants.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|github|curated,Interactive Mullmania starfield and launch controls. | Saved capybara office joke page.
cardinal-note-bounce-motion,cardinal-note-bounce-motion.mullmania.com,https://cardinal-note-bounce-motion.mullmania.com/,false,false,,curated|fun-experiment,Renamed from mary-had-a-little-lamb-2883 during the April 2026 eleventh-pass cleanup.
cardinal-note-wall-preview,cardinal-note-wall-preview.mullmania.com,https://cardinal-note-wall-preview.mullmania.com/,false,false,,curated|fun-experiment,Renamed from mary-had-a-little-lamb-2667 during the April 2026 eleventh-pass cleanup.
cardinal-wall-note-sequencer,cardinal-wall-note-sequencer.mullmania.com,https://cardinal-wall-note-sequencer.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-5345 during the April 2026 eleventh-pass cleanup.
caroms,caroms.mullmania.com,https://caroms.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|games|fun-experiment|caroms|github-pages|mullmania-mirror|prototype|static-frontend,Repo-root static front door for the golf simulator prototype. | Repo-root static front door for the caroms golf simulator prototype. | Validated canonical repo-local deploy contract. | Root publish surface is a real landing page for the shipped golf simulator prototype.
carousel,carousel.mullmania.com,https://carousel.mullmania.com/,false,false,,github|curated|fun-experiment,Lisa Frank holographic carousel of links. Click to jump.
center-bumper-note-bounce,center-bumper-note-bounce.mullmania.com,https://center-bumper-note-bounce.mullmania.com/,false,false,,curated,Renamed from mary-had-a-little-lamb-8618 during the April 2026 eleventh-pass cleanup.
center-crosshairs-orbit-test,center-crosshairs-orbit-test.mullmania.com,https://center-crosshairs-orbit-test.mullmania.com/,false,false,,curated,Renamed from planets-123 during the April 2026 fifteenth-pass cleanup.
chaos-box,chaos-box.mullmania.com,https://chaos-box.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated,Static browser game surface for GitHub Pages and Mullmania; backend bits are only for the Lambda delivery path. | Validated canonical repo-local deploy contract. | Root publish surface redirects cleanly into the shipped browser game and keeps the existing demo video metadata.
chatgpt-repo-bridge,chatgpt-repo-bridge.mullmania.com,https://chatgpt-repo-bridge.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|canon-deploy-ready|dual-static|github|curated|ui-framework|fun-experiment,Repo docs page. | Validated canonical repo-local deploy contract in the Apr 2026 canon sweep wave.
chipper,chipper.mullmania.com,https://chipper.mullmania.com/,false,false,,sim|physics|particles|three-js|chipper|satisfying,Feed branches in; chips erupt out. Drag the tube to aim.
chladni,chladni.mullmania.com,https://chladni.mullmania.com/,false,false,,curated|simulation|fun-experiment,PDE eigenmode patterns driven by frequency or audio.
chrome-site-key-proof,chrome-site-key-proof.mullmania.com,https://chrome-site-key-proof.mullmania.com/,false,false,,,
civitas-automata,civitas-automata.mullmania.com,https://civitas-automata.mullmania.com/,false,false,,github|curated|simulation|fun-experiment,
classic-three-reel-toast-slot,classic-three-reel-toast-slot.mullmania.com,https://classic-three-reel-toast-slot.mullmania.com/,false,false,,curated|fun-experiment,Renamed from slot-machine-7731 during the April 2026 twelfth-pass cleanup.
clean-train-sim-v29,clean-train-sim-v29.mullmania.com,https://clean-train-sim-v29.mullmania.com/,true,false,,data|curated|fun-experiment,Renamed from tamarillo-2943 during the April 2026 first-pass cleanup.
click-me-example-page,click-me-example-page.mullmania.com,https://click-me-example-page.mullmania.com/,false,false,,curated|fun-experiment,Renamed from pitaya-1503 during the April 2026 sixth-pass cleanup.
click-me-starter,click-me-starter.mullmania.com,https://click-me-starter.mullmania.com/,false,false,,curated|fun-experiment,Renamed from xigua-9935 during the April 2026 second-pass cleanup.
click-message-file-index,click-message-file-index.mullmania.com,https://click-message-file-index.mullmania.com/,true,true,,data|fun-experiment,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Renamed from spinach during the April 2026 seventh-pass cleanup.
cline-browser-sample,cline-browser-sample.mullmania.com,https://cline-browser-sample.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|curated|fun-experiment,Interactive Mullmania starfield and launch controls. | Browser sample promoted because the repo has a real static sample under docker/test-project. | Renamed from cline3 during the April 2026 ninth-pass cleanup.
cline-conversation-search,cline-conversation-search.mullmania.com,https://cline-conversation-search.mullmania.com/,false,false,,github|curated|fun-experiment,Promoted the real static search frontend from the graveyard clone. | Renamed from cline-workarounds during the April 2026 fifteenth-pass cleanup.
cline-dockerized,cline-dockerized.mullmania.com,https://cline-dockerized.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|github|curated|ui-framework|fun-experiment,Repo docs page.
cline-graph-backup-index,cline-graph-backup-index.mullmania.com,https://cline-graph-backup-index.mullmania.com/,true,true,,data|fun-experiment,Synthetic index.html will be generated from a file list rather than guessing a canonical entrypoint. | Canonical Mullmania site id established by the naming cleanup pass. | Renamed from tempdshg during the April 2026 fifteenth-pass cleanup.
cline-workarounds,cline-workarounds.mullmania.com,https://cline-workarounds.mullmania.com/,false,false,,host-rescue|real-ui|batch3|fun-experiment,
cline2,cline2.mullmania.com,https://cline2.mullmania.com/,false,false,,host-rescue|real-demo|batch3|fun-experiment,
clinerules,clinerules.mullmania.com,https://clinerules.mullmania.com/,false,false,,mullmania|public-frontdoor|repo-artifacts|github|curated|ui-framework|fun-experiment,"Repo docs page. | Rules and prompt asset repo published from the repository root. | GitHub Pages serves the root directly. | ['Rules and prompt asset repo published from the repository root.', 'GitHub Pages serves the root directly.']"
clipboard-dated-snapshot-dual-button-1527,clipboard-dated-snapshot-dual-button-1527.mullmania.com,https://clipboard-dated-snapshot-dual-button-1527.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-1527 during the April 2026 eleventh-pass cleanup.
clipboard-dated-snapshot-dual-button-1982,clipboard-dated-snapshot-dual-button-1982.mullmania.com,https://clipboard-dated-snapshot-dual-button-1982.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-1982 during the April 2026 eleventh-pass cleanup.
clipboard-dated-snapshot-dual-button-2033,clipboard-dated-snapshot-dual-button-2033.mullmania.com,https://clipboard-dated-snapshot-dual-button-2033.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-2033 during the April 2026 eleventh-pass cleanup.
clipboard-dated-snapshot-dual-button-3553,clipboard-dated-snapshot-dual-button-3553.mullmania.com,https://clipboard-dated-snapshot-dual-button-3553.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-3553 during the April 2026 eleventh-pass cleanup.
clipboard-fixed-snapshot-launcher-8420,clipboard-fixed-snapshot-launcher-8420.mullmania.com,https://clipboard-fixed-snapshot-launcher-8420.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-8420 during the April 2026 eleventh-pass cleanup.
clipboard-fixed-snapshot-launcher-8808,clipboard-fixed-snapshot-launcher-8808.mullmania.com,https://clipboard-fixed-snapshot-launcher-8808.mullmania.com/,false,false,,curated|fun-experiment,Renamed from iter9-example-8808 during the April 2026 eleventh-pass cleanup.
clipboard-fixed-snapshot-launcher-9209,clipboard-fixed-snapshot-launcher-9209.mullmania.com,https://clipboard-fixed-snapshot-launcher-9209.mullmania.com/,false,false,,curated,Renamed from iter9-example-9209 during the April 2026 eleventh-pass cleanup.
clipboard-fixed-snapshot-preview-launcher,clipboard-fixed-snapshot-preview-launcher.mullmania.com,https://clipboard-fixed-snapshot-preview-launcher.mullmania.com/,false,false,,curated,Renamed from iter9-example-7498 during the April 2026 eleventh-pass cleanup.
